0.334378622,-2.424383813,-0.236999713,0.351707733,0.271964107,0.276131867,-0.094117705,-0.066886587,-0.114101766,-0.212522573,0.137095369,-0.344382615,-0.307514571,0.026213415,0.014023138,-0.115662816,-0.081791881,0.289983596,-0.103188829,0.028598848,0.25178603,-0.496708768,-0.068604307,-0.337128321,2.362286642,0.083304807,-0.443912303,-0.969052521,-0.044972445,-0.532442852,0.366037667,1.673110851,0.252311683,-0.111154969,-0.391344061,-0.35737934
0.978202229,0.32956442,0.083589035,-0.133420067,-0.245581614,-0.277534512,-0.261026324,0.971103872,0.089404704,-0.495850926,0.84761099,0.195893625,-0.139443216,0.723978003,0.452596803,-0.380532849,2.432441599,0.243654898,0.487077115,-1.312674178,0.16515551,0.66987108,0.317772208,0.149472025,-0.094623227,-0.301496208,0.881342721,0.737750288,0.088713416,-0.033469877,-0.280124498,-0.859635535,1.737874363,-0.274778886,0.329744763,-0.296825063
0.410004844,0.203027241,1.905043486,-0.201754637,0.561885822,-0.857741527,0.313489263,0.30721865,-0.370452559,-0.626366551,0.089676819,0.141779813,0.764357358,0.385739205,-0.548007299,0.230483021,-0.237893351,0.207377983,0.335796042,1.143018271,0.180523752,0.1285772,1.035117031,0.124885684,0.196633165,0.53895861,0.133684745,0.090687611,0.188919107,-0.28797284,0.069500603,0.193678893,0.17146113,0.656784282,0.954732383,0.795626796
-0.317453355,0.13045185,-2.199247447,1.213023064,-0.755666951,-0.253819912,-0.072684833,0.095310484,-0.232122499,0.258945259,-0.459613969,-0.228823185,-0.035279035,0.112567661,-0.063587784,0.143529616,0.306639866,0.358775478,0.004491293,-0.485524163,-0.38763581,-0.219276407,-0.617971341,0.26363583,0.160043463,0.23595634,-0.1572783,0.476999981,0.144454155,-0.066405164,-0.050877353,-0.012890028,0.433287553,-0.546268376,-0.223068626,-0.559063464
1.064731193,-0.272614523,0.422871522,0.326465867,-0.149215253,0.570742165,0.496795495,0.51685672,0.467784151,1.101251136,1.063060715,1.861755593,-0.515774338,0.870815488,0.601737203,0.47460821,1.913873927,1.082695623,0.451067831,-0.104469796,0.235677507,2.454661791,-0.533434119,-0.119890185,0.008069913,-1.314704554,0.391551455,0.498442823,0.341186262,-0.044837006,0.325177048,0.20840259,0.139330133,-0.185981398,0.158061394,0.320192205
0.138752968,-0.306757379,0.038203843,-0.325657824,0.025613855,-0.679502473,0.075248315,-0.359500832,0.36385199,-0.557876127,-0.367874873,1.010592936,-0.23227165,-0.410615366,-0.192915551,-0.099396642,0.035866783,0.821358019,0.365252559,0.163271804,0.474156259,-0.057550513,0.221464119,-0.906566464,-0.165188641,-1.20862596,-0.503983349,-0.27697113,-0.490436708,-0.162620827,0.418651027,0.929104542,0.042101739,0.073165785,0.030297839,0.27219236
-0.05992228,0.418475106,0.205443605,0.605862268,-1.032735951,-1.05418903,0.343442297,-0.040293674,0.067321699,-0.164740966,-0.133556815,-0.028459675,0.129750422,0.101339412,0.192279555,-0.18287183,-0.038293427,0.164507282,-0.19175724,0.387175744,-0.255518729,-0.133357004,-0.227640504,-0.415647811,0.48052109,-0.007288532,0.769409856,0.235400097,-0.473980408,-3.620633207,0.941824009,0.486471672,0.300648885,0.076779228,-0.325548015,-0.527901089
0.289793789,0.351632471,0.199380903,-0.428880437,-0.32018806,-0.227447541,-0.075171388,0.337606609,0.022605275,0.618234225,0.439426693,-0.264445057,-0.102787338,-0.182449776,-0.040001575,0.348762817,-0.146387001,-0.548918581,-0.081923595,0.285594266,-0.040079089,0.228098062,-0.238982802,0.284694028,0.459300102,0.139620888,1.046525633,2.329474169,-0.06382308,-0.123302947,-0.482490378,-1.400646641,0.987881159,-0.097685633,0.672650634,0.476191136
0.032943278,-1.938974018,-0.344509466,0.33889874,-1.54971821,-1.092519541,0.100996361,0.111952768,0.0078193,0.464613808,-0.001761215,-0.381662855,-0.049122689,-0.011490167,-0.284637122,-0.437945328,-0.605392343,-0.39801368,0.246417787,-0.161552834,0.348555272,0.211830272,0.001297051,-0.226816585,-0.28352557,0.043111019,0.151044877,0.324743397,0.042328022,-0.620278784,1.686134357,0.059881292,-0.085901449,-0.15568621,-0.446503058,-0.26073167
-0.755834058,0.382722722,0.394936754,-0.265611125,0.361547274,-0.055099122,-0.572372872,0.411602721,0.045547652,-0.016360906,-0.228390701,0.507967054,-0.020989403,0.127011348,0.003526174,-0.27473975,0.448043069,-0.180825035,0.237195204,-0.330406651,0.485399221,0.385834355,0.211418796,0.504267023,-0.109010835,0.441212643,0.452947988,0.677062807,0.310221006,0.79783346,-0.423729458,-0.055897204,1.353685627,0.11046801,-0.22605494,-0.125496444
